ID,Node Statement,"ID, Node Statement"
c_4Kq9,"Hindu temples featured extensive religious artwork and deity representations, while Islamic tradition prohibited visual depictions of Allah, affecting artistic expression and leading to unique architectural styles like the Qutub Minar in Delhi.","c_4Kq9, Hindu temples featured extensive religious artwork and deity representations, while Islamic tradition prohibited visual depictions of Allah, affecting artistic expression and leading to unique architectural styles like the Qutub Minar in Delhi."
c_dNL1,South Asian Hindu kingdoms utilized religious traditions to bolster political authority and maintain cultural continuity in the face of Islamic expansion.,"c_dNL1, South Asian Hindu kingdoms utilized religious traditions to bolster political authority and maintain cultural continuity in the face of Islamic expansion."
c_cfCx,"The Khmer Empire flourished from 802 to 1431 CE near the Mekong River, building monumental structures like Angkor Wat and Angkor Thom that reflected Indian cultural and religious influences, showcasing religious syncretism and architectural sophistication.","c_cfCx, The Khmer Empire flourished from 802 to 1431 CE near the Mekong River, building monumental structures like Angkor Wat and Angkor Thom that reflected Indian cultural and religious influences, showcasing religious syncretism and architectural sophistication."
c_qPhQ,"The Khmer Empire's success was based on agricultural innovation through advanced water control systems, enabling multiple annual rice harvests and supporting sustained growth.","c_qPhQ, The Khmer Empire's success was based on agricultural innovation through advanced water control systems, enabling multiple annual rice harvests and supporting sustained growth."
c_lvgf,"Maritime trade in Southeast Asia led to economic prosperity and cultural exchange, facilitating the spread of Hinduism, Buddhism, and later Islam, which spread through trade and missionary work across Sumatra, Java, and the Malay Peninsula.","c_lvgf, Maritime trade in Southeast Asia led to economic prosperity and cultural exchange, facilitating the spread of Hinduism, Buddhism, and later Islam, which spread through trade and missionary work across Sumatra, Java, and the Malay Peninsula."
c_OR5y,"Religious syncretism in Southeast Asia allowed for the blending of Hindu and Buddhist traditions, as seen in the Majapahit Kingdom and Khmer Empire, fostering cultural harmony and influencing state-building.","c_OR5y, Religious syncretism in Southeast Asia allowed for the blending of Hindu and Buddhist traditions, as seen in the Majapahit Kingdom and Khmer Empire, fostering cultural harmony and influencing state-building."
c_zPgL,"Islam initially spread in Southeast Asia mainly in urban areas due to concentrated trading activities, with merchants converting to establish better trade relations and Sufi missionaries facilitating conversions by showing tolerance toward local practices.","c_zPgL, Islam initially spread in Southeast Asia mainly in urban areas due to concentrated trading activities, with merchants converting to establish better trade relations and Sufi missionaries facilitating conversions by showing tolerance toward local practices."
c_MPme,Buddhism's influence in South Asia declined by 1200 CE as Islam gained prominence through political conquest and conversions.,"c_MPme, Buddhism's influence in South Asia declined by 1200 CE as Islam gained prominence through political conquest and conversions."
c_PamU,"Even under the influence of Islamic rule, Hindu kingdoms in South India preserved their traditional cultural and religious practices","c_PamU, Even under the influence of Islamic rule, Hindu kingdoms in South India preserved their traditional cultural and religious practices"
KC-3.1.III.D.iv,"Hinduism, Islam, and Buddhism, and their core beliefs and practices, continued to shape societies in South and Southeast Asia.
","KC-3.1.III.D.iv, Hinduism, Islam, and Buddhism, and their core beliefs and practices, continued to shape societies in South and Southeast Asia.
"
KC-3.2.I.B.i,"State formation and development demonstrated continuity, innovation, and diversity, including the new Hindu and Buddhist states that emerged in South and Southeast Asia.","KC-3.2.I.B.i, State formation and development demonstrated continuity, innovation, and diversity, including the new Hindu and Buddhist states that emerged in South and Southeast Asia."
RP_d7Fg,"Pre-1200, Indian Ocean trade was limited, but later maritime expansion turned Southeast Asia into a major center of economic and cultural exchange.","RP_d7Fg, Pre-1200, Indian Ocean trade was limited, but later maritime expansion turned Southeast Asia into a major center of economic and cultural exchange."
RP_tR1M,"Prior to 1200, the caste system was a deeply rooted framework for organizing society in South Asia, and it remained a fundamental social structure in later periods.","RP_tR1M, Prior to 1200, the caste system was a deeply rooted framework for organizing society in South Asia, and it remained a fundamental social structure in later periods."
RP_0VdZ,"Before 1200, Hinduism dominated South Asia’s religious and cultural life, maintaining its central influence in later periods.","RP_0VdZ, Before 1200, Hinduism dominated South Asia’s religious and cultural life, maintaining its central influence in later periods."
RP_H2aC,"Before 1200, Southeast Asia was largely influenced by Hinduism and Buddhism, yet the spread of Islam through trade and missionary efforts brought a major religious transformation to the region.","RP_H2aC, Before 1200, Southeast Asia was largely influenced by Hinduism and Buddhism, yet the spread of Islam through trade and missionary efforts brought a major religious transformation to the region."
a_G4bH,"Between c. 1200 and c. 1450, South Asia’s political fragmentation—with the Delhi Sultanate and Rajput kingdoms—contrasted with Southeast Asia’s more centralized empires, echoing similar trends in medieval Europe and China.","a_G4bH, Between c. 1200 and c. 1450, South Asia’s political fragmentation—with the Delhi Sultanate and Rajput kingdoms—contrasted with Southeast Asia’s more centralized empires, echoing similar trends in medieval Europe and China."
a_R0vM,"Southeast Asia’s role as a bustling hub on the Indian Ocean trade network differed from South Asia’s more regionally focused commerce under the Delhi Sultanate, mirroring the wider expansion of long-distance trade in the medieval world.","a_R0vM, Southeast Asia’s role as a bustling hub on the Indian Ocean trade network differed from South Asia’s more regionally focused commerce under the Delhi Sultanate, mirroring the wider expansion of long-distance trade in the medieval world."
a_u1Nf,"During this period, South Asia’s fusion of Islamic and local traditions under the Delhi Sultanate contrasted with Southeast Asia’s religious syncretism at sites like Angkor Wat, reflecting global patterns of cultural exchange.","a_u1Nf, During this period, South Asia’s fusion of Islamic and local traditions under the Delhi Sultanate contrasted with Southeast Asia’s religious syncretism at sites like Angkor Wat, reflecting global patterns of cultural exchange."
a_M3vT,"The migration of Bantu-speaking people from west-central Africa transformed the region’s linguistic and cultural landscape, marking a significant demographic change.","a_M3vT, The migration of Bantu-speaking people from west-central Africa transformed the region’s linguistic and cultural landscape, marking a significant demographic change."
a_2aP3,"The spread of Islam introduced new religious practices into the region, altering the religious landscape while traditional animism and Christianity continued to be practiced.","a_2aP3, The spread of Islam introduced new religious practices into the region, altering the religious landscape while traditional animism and Christianity continued to be practiced."
a_jK0z,"The weakening of the Ghanaian state due to wars led to the rise of new trading societies like Mali, illustrating a shift in political power.","a_jK0z, The weakening of the Ghanaian state due to wars led to the rise of new trading societies like Mali, illustrating a shift in political power."
c_j3dr,"By 1000 CE, most of Sub-Saharan Africa transitioned to agricultural practices, leading to sedentary lifestyles that required more complex political relationships.","c_j3dr, By 1000 CE, most of Sub-Saharan Africa transitioned to agricultural practices, leading to sedentary lifestyles that required more complex political relationships."
c_6DLn,"Sub-Saharan African societies typically operated without strong central governments, instead organizing through kinship and collective decision-making processes.","c_6DLn, Sub-Saharan African societies typically operated without strong central governments, instead organizing through kinship and collective decision-making processes."
c_zXwO,The migration of Bantu-speaking peoples from West-Central Africa reshaped the region’s linguistic and cultural landscape.,"c_zXwO, The migration of Bantu-speaking peoples from West-Central Africa reshaped the region’s linguistic and cultural landscape."
c_zRkX,The Bantu migrations facilitated the development of extensive trade networks that laid the foundation for several powerful West and East African kingdoms.,"c_zRkX, The Bantu migrations facilitated the development of extensive trade networks that laid the foundation for several powerful West and East African kingdoms."
c_btcE,"The Mali Empire expanded across West Africa, controlling major gold-producing regions and trans-Saharan trade routes, and its political stability encouraged increased commercial activity, attracting merchants to the region.","c_btcE, The Mali Empire expanded across West Africa, controlling major gold-producing regions and trans-Saharan trade routes, and its political stability encouraged increased commercial activity, attracting merchants to the region."
c_hG1C,"Mansa Musa’s 1324 pilgrimage to Mecca showcased the immense wealth of the Mali Empire, leaving a lasting impact on the Islamic world.","c_hG1C, Mansa Musa’s 1324 pilgrimage to Mecca showcased the immense wealth of the Mali Empire, leaving a lasting impact on the Islamic world."
c_ZeqA,"The Hausa people established seven interconnected city-states in present-day Nigeria before 1000 CE, operating without centralized authority.","c_ZeqA, The Hausa people established seven interconnected city-states in present-day Nigeria before 1000 CE, operating without centralized authority."
c_qAjm,"Hausa city-states developed economic specialization, with some focusing on cotton production and others on military defense.","c_qAjm, Hausa city-states developed economic specialization, with some focusing on cotton production and others on military defense."
c_Du0c,"Islam spread to the Hausa Kingdoms through missionaries in the 14th century, influencing their cultural development.","c_Du0c, Islam spread to the Hausa Kingdoms through missionaries in the 14th century, influencing their cultural development."
c_BYug,"Great Zimbabwe emerged in the 12th century as a powerful East African kingdom established by Bantu peoples along the Zambezi and Limpopo Rivers, illustrating the transformative impact of Bantu migrations on regional political structures.","c_BYug, Great Zimbabwe emerged in the 12th century as a powerful East African kingdom established by Bantu peoples along the Zambezi and Limpopo Rivers, illustrating the transformative impact of Bantu migrations on regional political structures."
c_Cnh8,"By the late 13th century, Great Zimbabwe became renowned for its innovative dry stone architecture, featuring massive, mortar-free walls—some reaching 30 feet in height and 15 feet in thickness—that underscored its advanced construction techniques.","c_Cnh8, By the late 13th century, Great Zimbabwe became renowned for its innovative dry stone architecture, featuring massive, mortar-free walls—some reaching 30 feet in height and 15 feet in thickness—that underscored its advanced construction techniques."
c_a00z,"By the late 1400s, Great Zimbabwe was abandoned, with evidence suggesting that environmental degradation from overgrazing and resource depletion contributed significantly to its decline.","c_a00z, By the late 1400s, Great Zimbabwe was abandoned, with evidence suggesting that environmental degradation from overgrazing and resource depletion contributed significantly to its decline."
c_O2ju,"The Kingdom of Axum in Ethiopia prospered through trade connections with India, Arabia, Rome, and interior Africa.","c_O2ju, The Kingdom of Axum in Ethiopia prospered through trade connections with India, Arabia, Rome, and interior Africa."
c_7DfE,"The Kingdom of Axum was an influential ancient state in Ethiopia that prospered through trade with India, Arabia, and the Roman Empire and played a key role in the region’s early Christian history.","c_7DfE, The Kingdom of Axum was an influential ancient state in Ethiopia that prospered through trade with India, Arabia, and the Roman Empire and played a key role in the region’s early Christian history."
c_VoqO,"Christianity spread into Ethiopia before the seventh century CE, leading to the development of Ethiopian Christianity, which evolved separately by combining traditional practices like ancestor veneration with Christian beliefs.","c_VoqO, Christianity spread into Ethiopia before the seventh century CE, leading to the development of Ethiopian Christianity, which evolved separately by combining traditional practices like ancestor veneration with Christian beliefs."
c_PuEd,"East African coastal city-states, including Mombasa, Kilwa, and Sofala, thrived as part of the Swahili Civilization, growing through Indian Ocean trade and adopting Islamic influences. The Swahili language emerged from the blending of Bantu and Arabic languages due to these trade interactions, spreading throughout the African Great Lakes region and Southeast Africa.","c_PuEd, East African coastal city-states, including Mombasa, Kilwa, and Sofala, thrived as part of the Swahili Civilization, growing through Indian Ocean trade and adopting Islamic influences. The Swahili language emerged from the blending of Bantu and Arabic languages due to these trade interactions, spreading throughout the African Great Lakes region and Southeast Africa."
c_jwuF,"Griots, the professional storytellers of Sub-Saharan African societies, preserved histories through oral traditions that combined music and narrative, serving as living repositories of family lineages, historical events, and advisors to kings.","c_jwuF, Griots, the professional storytellers of Sub-Saharan African societies, preserved histories through oral traditions that combined music and narrative, serving as living repositories of family lineages, historical events, and advisors to kings."
KC-3.2.I.D.ii,"In Africa, as in Eurasia and the Americas, state systems demonstrated continuity, innovation, and diversity and expanded in scope and reach.

","KC-3.2.I.D.ii, In Africa, as in Eurasia and the Americas, state systems demonstrated continuity, innovation, and diversity and expanded in scope and reach.

"
RP_tB8Q,"Expanding trade in West and East Africa increased wealth, political power, and cultural diversity, linking previously isolated societies.","RP_tB8Q, Expanding trade in West and East Africa increased wealth, political power, and cultural diversity, linking previously isolated societies."
RP_5xR2,"The enslavement of prisoners, debtors, and criminals continued, but the Indian Ocean slave trade expanded the scale and geographic reach of slavery.","RP_5xR2, The enslavement of prisoners, debtors, and criminals continued, but the Indian Ocean slave trade expanded the scale and geographic reach of slavery."
a_0lpD,"The Mali Empire was larger and more centralized than its predecessor, the Ghana Empire, demonstrating the trend of increasing state complexity in West Africa.","a_0lpD, The Mali Empire was larger and more centralized than its predecessor, the Ghana Empire, demonstrating the trend of increasing state complexity in West Africa."
a_f2S8,"Religious rituals, such as sacrificial practices, remained a foundational element in legitimizing authority and sustaining social order in the Aztec civilization and the Inca Empire.","a_f2S8, Religious rituals, such as sacrificial practices, remained a foundational element in legitimizing authority and sustaining social order in the Aztec civilization and the Inca Empire."
a_6zF1,"Agriculture remained the foundation of American civilizations, with staple crops such as maize continuing to support large populations.","a_6zF1, Agriculture remained the foundation of American civilizations, with staple crops such as maize continuing to support large populations."
a_x3H2,"Religious beliefs and rituals remained central to society, with deities tied to natural forces and rulers claiming divine legitimacy, such as Mayan kings seen as descendants of gods, Aztec rule based on theocratic principles, and Incan reverence for Inti.","a_x3H2, Religious beliefs and rituals remained central to society, with deities tied to natural forces and rulers claiming divine legitimacy, such as Mayan kings seen as descendants of gods, Aztec rule based on theocratic principles, and Incan reverence for Inti."
a_N8mQ,"Social hierarchies and class structures remained rigid, as elites, priests, and rulers maintained power over the lower classes through tribute and labor systems, including the Aztec tribute system and the Incan mit’a system.","a_N8mQ, Social hierarchies and class structures remained rigid, as elites, priests, and rulers maintained power over the lower classes through tribute and labor systems, including the Aztec tribute system and the Incan mit’a system."
a_W4sP,"While political fragmentation remained a defining feature of Mesoamerican civilizations, with both the Maya and Aztec maintaining decentralized city-state structures, the Aztecs exerted influence through a tribute system that reinforced their dominance over conquered regions without direct administrative control.","a_W4sP, While political fragmentation remained a defining feature of Mesoamerican civilizations, with both the Maya and Aztec maintaining decentralized city-state structures, the Aztecs exerted influence through a tribute system that reinforced their dominance over conquered regions without direct administrative control."
a_b9Lr,"Trade networks remained vital in Mesoamerica and the Andes, ensuring the continued exchange of goods, ideas, and cultural influences, while evolving over time as larger empires like the Aztec and Inca expanded and centralized trade routes.","a_b9Lr, Trade networks remained vital in Mesoamerica and the Andes, ensuring the continued exchange of goods, ideas, and cultural influences, while evolving over time as larger empires like the Aztec and Inca expanded and centralized trade routes."
a_K1bR,"Human sacrifice expanded in scale, particularly in the Aztec Empire, where it became a crucial aspect of state-sponsored religious ceremonies.","a_K1bR, Human sacrifice expanded in scale, particularly in the Aztec Empire, where it became a crucial aspect of state-sponsored religious ceremonies."
a_7aFz,"The Aztec tribute system required conquered regions to provide regular payments of goods, labor, or military service as a sign of submission","a_7aFz, The Aztec tribute system required conquered regions to provide regular payments of goods, labor, or military service as a sign of submission"
a_R4xD,The tribute system reinforced Aztec dominance by integrating conquered peoples into a system that redistributed wealth and resources.,"a_R4xD, The tribute system reinforced Aztec dominance by integrating conquered peoples into a system that redistributed wealth and resources."
a_s8T2,"In the Aztec Empire, the tribute system also reshaped social roles, with women playing key roles in producing woven textiles demanded as tribute.","a_s8T2, In the Aztec Empire, the tribute system also reshaped social roles, with women playing key roles in producing woven textiles demanded as tribute."
a_2YpG,"Technological and agricultural innovations advanced, such as the Inca’s sophisticated terracing systems and the Aztec aqueducts.","a_2YpG, Technological and agricultural innovations advanced, such as the Inca’s sophisticated terracing systems and the Aztec aqueducts."
a_Q9mW,"The Spanish conquest, beginning with the invasion of the Inca Empire in 1533, triggered transformative changes in American civilizations through dramatic political and cultural shifts.","a_Q9mW, The Spanish conquest, beginning with the invasion of the Inca Empire in 1533, triggered transformative changes in American civilizations through dramatic political and cultural shifts."
c_E1yP,"The Mississippian culture, emerging around 700–800 CE in North America, was the first large-scale civilization in the region, characterized by large urban centers like Cahokia and a hierarchical society led by the Great Sun.","c_E1yP, The Mississippian culture, emerging around 700–800 CE in North America, was the first large-scale civilization in the region, characterized by large urban centers like Cahokia and a hierarchical society led by the Great Sun."
c_SS2t,"The decline of the Mississippian, Chaco, and Mesa Verde cultures between the late 13th and 15th centuries was largely due to environmental factors like climate change leading to increased aridity.","c_SS2t, The decline of the Mississippian, Chaco, and Mesa Verde cultures between the late 13th and 15th centuries was largely due to environmental factors like climate change leading to increased aridity."
c_fzuC,"The Maya civilization flourished from approximately 250 to 900 CE across southern Mexico and Central America, comprising around 40 independent city-states with populations between 5,000 and 50,000, totaling about 2 million people.","c_fzuC, The Maya civilization flourished from approximately 250 to 900 CE across southern Mexico and Central America, comprising around 40 independent city-states with populations between 5,000 and 50,000, totaling about 2 million people."
c_6fup,"The Maya developed advanced mathematical concepts including zero, created complex writing systems, and designed precise calendars based on astronomical observations for religious and military purposes.","c_6fup, The Maya developed advanced mathematical concepts including zero, created complex writing systems, and designed precise calendars based on astronomical observations for religious and military purposes."
c_MpJn,"The Mexica (commonly known as the Aztecs) founded Tenochtitlan in 1325 on an island in Lake Texcoco, strategically using natural defenses.","c_MpJn, The Mexica (commonly known as the Aztecs) founded Tenochtitlan in 1325 on an island in Lake Texcoco, strategically using natural defenses."
c_4PkY,"Tenochtitlan grew into a bustling metropolis renowned for its pyramids, aqueducts, and marketplaces that exemplified advanced urban planning.","c_4PkY, Tenochtitlan grew into a bustling metropolis renowned for its pyramids, aqueducts, and marketplaces that exemplified advanced urban planning."
c_RkSM,"The Aztec Empire expanded rapidly through military conquest, establishing a tribute system that extracted goods and labor from conquered peoples.","c_RkSM, The Aztec Empire expanded rapidly through military conquest, establishing a tribute system that extracted goods and labor from conquered peoples."
c_l0h9,"The Aztec Empire maintained control through a tribute system requiring conquered peoples to provide goods, labor, and military service, under a theocratic government led by the Great Speaker.","c_l0h9, The Aztec Empire maintained control through a tribute system requiring conquered peoples to provide goods, labor, and military service, under a theocratic government led by the Great Speaker."
c_AspQ,"By the late 15th century, heavy tribute demands and human sacrifices led to widespread resentment among conquered peoples, weakening Aztec control and paving the way for Spanish conquest.","c_AspQ, By the late 15th century, heavy tribute demands and human sacrifices led to widespread resentment among conquered peoples, weakening Aztec control and paving the way for Spanish conquest."
c_tVih,"The Inca Empire emerged in 1438 when Pachacuti began conquering tribes near Cuzco, Peru, eventually expanding the empire through military conquest from Ecuador to Chile.","c_tVih, The Inca Empire emerged in 1438 when Pachacuti began conquering tribes near Cuzco, Peru, eventually expanding the empire through military conquest from Ecuador to Chile."
c_SIvM,The Inca Empire was organized into provinces governed by officials under a centralized bureaucracy that maintained tight control over the state.,"c_SIvM, The Inca Empire was organized into provinces governed by officials under a centralized bureaucracy that maintained tight control over the state."
c_6t7f,"The mit’a system required Inca subjects to perform mandatory labor on public projects, serving as an alternative to traditional tribute.","c_6t7f, The mit’a system required Inca subjects to perform mandatory labor on public projects, serving as an alternative to traditional tribute."
c_PKAO,"Incan engineering feats included a vast 25,000-mile road network and innovative agricultural terracing that supported a large population.","c_PKAO, Incan engineering feats included a vast 25,000-mile road network and innovative agricultural terracing that supported a large population."
c_lXOf,"Trade networks varied among American civilizations, with the decentralized city-states of the Aztecs fostering extensive trade, while the highly centralized Inca state controlled and restricted external trade despite its advanced road networks.","c_lXOf, Trade networks varied among American civilizations, with the decentralized city-states of the Aztecs fostering extensive trade, while the highly centralized Inca state controlled and restricted external trade despite its advanced road networks."
a_012E,"While the Mexica built a tributary empire relying on military dominance, the Inca used the mit’a labor system to sustain their state without tribute.","a_012E, While the Mexica built a tributary empire relying on military dominance, the Inca used the mit’a labor system to sustain their state without tribute."
KC-3.2.I.D.i,"In the Americas, as in Afro-Eurasia, state systems demonstrated continuity, innovation, and diversity, and expanded in scope and reach.

","KC-3.2.I.D.i, In the Americas, as in Afro-Eurasia, state systems demonstrated continuity, innovation, and diversity, and expanded in scope and reach.

"
