Node ID,Node Statement,"Node ID, Node Statement"
c_4EK5,"The Russian state maintained strict social divisions between boyar nobles, merchants, and peasants while simultaneously binding peasants as serfs and forcing nobles to serve in military or civil roles.","c_4EK5, The Russian state maintained strict social divisions between boyar nobles, merchants, and peasants while simultaneously binding peasants as serfs and forcing nobles to serve in military or civil roles."
c_e5f6,Boyars were Russian noble landowners who held significant political and economic power before Peter the Great's reforms reduced their autonomous authority.,"c_e5f6, Boyars were Russian noble landowners who held significant political and economic power before Peter the Great's reforms reduced their autonomous authority."
c_zeKq,"Traditional European nobility maintained power through hereditary land ownership and titles, but faced challenges from state centralization and the rise of trade, requiring adaptations to maintain their privileged status.","c_zeKq, Traditional European nobility maintained power through hereditary land ownership and titles, but faced challenges from state centralization and the rise of trade, requiring adaptations to maintain their privileged status."
c_EUCi,"Creoles, colonials of Spanish descent born in the Americas, were excluded from high government positions despite their wealth and education, leading to grievances that eventually fueled independence movements.","c_EUCi, Creoles, colonials of Spanish descent born in the Americas, were excluded from high government positions despite their wealth and education, leading to grievances that eventually fueled independence movements."
c_99Ao,"Tokugawa Japan maintained a rigid social hierarchy based on Confucian principles, with samurai transitioning from warriors to bureaucratic administrators and the merchant class gaining economic influence despite low social status.","c_99Ao, Tokugawa Japan maintained a rigid social hierarchy based on Confucian principles, with samurai transitioning from warriors to bureaucratic administrators and the merchant class gaining economic influence despite low social status."
c_zteW,"The Ottoman Empire maintained distinct social hierarchies for women in the 16th and 17th centuries, granting palace women and wealthy urbanites more privileges while restricting peasant and working women.","c_zteW, The Ottoman Empire maintained distinct social hierarchies for women in the 16th and 17th centuries, granting palace women and wealthy urbanites more privileges while restricting peasant and working women."
c_6lZF,"Serfdom persisted longer in Eastern Europe and Russia than in Western Europe after the Renaissance, highlighting regional differences in social structures and labor systems.","c_6lZF, Serfdom persisted longer in Eastern Europe and Russia than in Western Europe after the Renaissance, highlighting regional differences in social structures and labor systems."
c_o90P,Serfdom is a system in which peasants are legally bound to work on a lord’s land and have limited personal freedoms.,"c_o90P, Serfdom is a system in which peasants are legally bound to work on a lord’s land and have limited personal freedoms."
c_9o0d,"The expulsion of Jews from Spain in 1492 transformed Jewish settlement patterns as many found refuge in the Ottoman Empire, where Sultan Mehmed II welcomed them to Istanbul.","c_9o0d, The expulsion of Jews from Spain in 1492 transformed Jewish settlement patterns as many found refuge in the Ottoman Empire, where Sultan Mehmed II welcomed them to Istanbul."
KC-4.3.I.B,"Many states, such as the Mughal and Ottoman empires, adopted practices to accommodate the ethnic and religious diversity of their subjects or to utilize the economic, political, and military contributions of different ethnic or religious groups. In other cases, states suppressed diversity or limited certain groups' roles in society, politics, or the economy.","KC-4.3.I.B, Many states, such as the Mughal and Ottoman empires, adopted practices to accommodate the ethnic and religious diversity of their subjects or to utilize the economic, political, and military contributions of different ethnic or religious groups. In other cases, states suppressed diversity or limited certain groups' roles in society, politics, or the economy."
KC-4.2.III.A,"Imperial conquests and widening global economic opportunities contributed to the formation of new political and economic elites, including in China with the transition to the Qing Dynasty and in the Americas with the rise of the Casta system.","KC-4.2.III.A, Imperial conquests and widening global economic opportunities contributed to the formation of new political and economic elites, including in China with the transition to the Qing Dynasty and in the Americas with the rise of the Casta system."
KC-4.2.III.B,The power of existing political and economic elites fluctuated as the elites confronted new challenges to their ability to affect the policies of the increasingly powerful monarchs and leaders.,"KC-4.2.III.B, The power of existing political and economic elites fluctuated as the elites confronted new challenges to their ability to affect the policies of the increasingly powerful monarchs and leaders."
IU_oKmj,"Increased trade encouraged commercial innovations such as joint-stock companies and banking systems, which facilitated global economic expansion.","IU_oKmj, Increased trade encouraged commercial innovations such as joint-stock companies and banking systems, which facilitated global economic expansion."
IU_J8zN,The rise of merchants and the middle class weakened the traditional power of the nobility by shifting economic influence to wealth-based rather than land-based power.,"IU_J8zN, The rise of merchants and the middle class weakened the traditional power of the nobility by shifting economic influence to wealth-based rather than land-based power."
IU_nc4L,The fusion of European and non-European navigational techniques accelerated exploration and expanded global trade networks.,"IU_nc4L, The fusion of European and non-European navigational techniques accelerated exploration and expanded global trade networks."
IU_XK3X,The introduction of the horse by Europeans to the Americas transformed the culture of the American Indians living in the Plains region.,"IU_XK3X, The introduction of the horse by Europeans to the Americas transformed the culture of the American Indians living in the Plains region."
IU_bm0Y,"High demand for sugar in European markets expanded the transatlantic slave trade, leading the Portuguese to import enslaved Africans, particularly from the Kongo Kingdom and Swahili coast.","IU_bm0Y, High demand for sugar in European markets expanded the transatlantic slave trade, leading the Portuguese to import enslaved Africans, particularly from the Kongo Kingdom and Swahili coast."
IU_1rIt,"Enslaved people faced high mortality due to harsh labor, malnutrition, inadequate shelter, tropical diseases, and brutal working conditions.","IU_1rIt, Enslaved people faced high mortality due to harsh labor, malnutrition, inadequate shelter, tropical diseases, and brutal working conditions."
IU_dhPB,"The profitability of Portuguese sugar plantations influenced Spanish expansion of cash crop agriculture in the Caribbean, focusing on sugar and tobacco.","IU_dhPB, The profitability of Portuguese sugar plantations influenced Spanish expansion of cash crop agriculture in the Caribbean, focusing on sugar and tobacco."
IU_PkDt,The British East India Company established a commercial relationship with the Mughal Empire in the 17th century.,"IU_PkDt, The British East India Company established a commercial relationship with the Mughal Empire in the 17th century."
IU_qOaF,"The East India Company's influence grew in India, leading to British political and military control.","IU_qOaF, The East India Company's influence grew in India, leading to British political and military control."
IU_a9cU,"European states embraced mercantilism, using government policies to control trade, accumulate wealth, and strengthen national economies.","IU_a9cU, European states embraced mercantilism, using government policies to control trade, accumulate wealth, and strengthen national economies."
IU_3Pki,"The Atlantic Slave Trade reduced adult male populations in West and Central Africa, disrupting social structures and weakening local economies.","IU_3Pki, The Atlantic Slave Trade reduced adult male populations in West and Central Africa, disrupting social structures and weakening local economies."
IU_Hrnm,"The Commercial Revolution was driven by European colonial expansion, new ocean trade routes, population growth, and inflation.","IU_Hrnm, The Commercial Revolution was driven by European colonial expansion, new ocean trade routes, population growth, and inflation."
IU_A0k9,"The Price Revolution, a period of high inflation in the 16th and 17th centuries, was driven by the Commercial Revolution and the influx of silver into the global market.","IU_A0k9, The Price Revolution, a period of high inflation in the 16th and 17th centuries, was driven by the Commercial Revolution and the influx of silver into the global market."
IU_Je66,"The Dutch East India Company, a dominant joint-stock company, profited from trade in the Spice Islands and Southeast Asia, influencing regional economies.","IU_Je66, The Dutch East India Company, a dominant joint-stock company, profited from trade in the Spice Islands and Southeast Asia, influencing regional economies."
IU_0Vb6,Rivalries over trade routes and access to European goods fueled violence among African societies.,"IU_0Vb6, Rivalries over trade routes and access to European goods fueled violence among African societies."
IU_vYQa,"African societies that profited from slave raids became economically dependent on European trade, undermining long-term stability.","IU_vYQa, African societies that profited from slave raids became economically dependent on European trade, undermining long-term stability."
IU_NVWB,The introduction of American crops like maize and cassava through the Atlantic trade boosted African population growth despite the losses from the slave trade.,"IU_NVWB, The introduction of American crops like maize and cassava through the Atlantic trade boosted African population growth despite the losses from the slave trade."
IU_VeF5,The Dutch and English displaced Portuguese influence in South Asia to expand their trading empires and dominate Indian Ocean commerce.,"IU_VeF5, The Dutch and English displaced Portuguese influence in South Asia to expand their trading empires and dominate Indian Ocean commerce."
IU_vL0V,"Resistance in Kongo against European powers arose due to economic exploitation, European influence, and the transatlantic slave trade’s effects on society.","IU_vL0V, Resistance in Kongo against European powers arose due to economic exploitation, European influence, and the transatlantic slave trade’s effects on society."
IU_9ewI,"European nobility maintained power, especially in landownership, but faced growing challenges from merchants and skilled workers, particularly in England and the Netherlands.","IU_9ewI, European nobility maintained power, especially in landownership, but faced growing challenges from merchants and skilled workers, particularly in England and the Netherlands."
IU_IAgo,"The rise of the merchant class in Europe marked a shift, as economic power began to compete with traditional aristocratic privilege.","IU_IAgo, The rise of the merchant class in Europe marked a shift, as economic power began to compete with traditional aristocratic privilege."
IU_2fN8,"Nobles in England and the Netherlands retained political influence, with English landowners maintaining control over Parliament.","IU_2fN8, Nobles in England and the Netherlands retained political influence, with English landowners maintaining control over Parliament."
IU_kPvW,"The Scientific Revolution and Enlightenment fostered a gradual decline in anti-Jewish prejudice, promoting religious tolerance in parts of Europe.","IU_kPvW, The Scientific Revolution and Enlightenment fostered a gradual decline in anti-Jewish prejudice, promoting religious tolerance in parts of Europe."
IU_Zxkn,"European colonization shaped new hierarchies in the Americas, but power remained concentrated among landowners and colonial administrators, maintaining elite dominance.","IU_Zxkn, European colonization shaped new hierarchies in the Americas, but power remained concentrated among landowners and colonial administrators, maintaining elite dominance."
